Date,Brand,Type,Publisher,Product,Direct to retailer link,Status,Commission,Payment
7/10/25,"Nordstrom","Sale commission","Tiffany Wendel","MOTHER The Dodger Skimp High Waist Cuffed Hem Wide Leg Jeans | Nordstrom","https://rstyle.me/+G6U4jHjnNs0QoGnfhcpAMg","Open","$13.23",""
7/10/25,"Nordstrom","Sale commission","Tiffany Wendel","MOTHER The Dodger Skimp High Waist Cuffed Hem Wide Leg Jeans | Nordstrom","https://rstyle.me/+G6U4jHjnNs0QoGnfhcpAMg","Open","$5.88",""
7/10/25,"Nordstrom","Sale commission","Tiffany Wendel","MOTHER The Dodger Skimp High Waist Cuffed Hem Wide Leg Jeans | Nordstrom","https://rstyle.me/+G6U4jHjnNs0QoGnfhcpAMg","Open","$6.58",""
7/10/25,"Khaite","Sale commission","Tiffany Wendel","Clive Boot","https://rstyle.me/+2P7Oe9TSVaT3QFoXoG-oJw","Open","$235.20",""
7/10/25,"Khaite","Sale commission","Tiffany Wendel","Clive Boot","https://rstyle.me/+2P7Oe9TSVaT3QFoXoG-oJw","Open","$235.20",""
7/10/25,"Nordstrom","Sale return","Tiffany Wendel","BP. Wide Leg Fleece Pants | Nordstrom","https://rstyle.me/+dJsaTq3GEVmH3L4gW6dLHQ","Open","-$3.85",""
7/10/25,"Nordstrom","Sale return","Tiffany Wendel","BP. Wide Leg Fleece Pants | Nordstrom","https://rstyle.me/+dJsaTq3GEVmH3L4gW6dLHQ","Open","-$5.25",""
7/10/25,"Nordstrom","Sale return","Tiffany Wendel","BP. Wide Leg Fleece Pants | Nordstrom","https://rstyle.me/+dJsaTq3GEVmH3L4gW6dLHQ","Open","-$2.10",""
7/10/25,"Nordstrom","Sale commission","Tiffany Wendel","BP. Wide Leg Fleece Pants | Nordstrom","https://rstyle.me/+dJsaTq3GEVmH3L4gW6dLHQ","Open","$5.25",""
7/10/25,"Nordstrom","Sale commission","Tiffany Wendel","BP. Wide Leg Fleece Pants | Nordstrom","https://rstyle.me/+dJsaTq3GEVmH3L4gW6dLHQ","Open","$2.10",""
7/10/25,"Nordstrom","Sale commission","Tiffany Wendel","BP. Wide Leg Fleece Pants | Nordstrom","https://rstyle.me/+dJsaTq3GEVmH3L4gW6dLHQ","Open","$3.85",""
7/10/25,"Nordstrom","Sale return","Tiffany Wendel","BP. Wide Leg Fleece Pants | Nordstrom","https://rstyle.me/+dJsaTq3GEVmH3L4gW6dLHQ","Open","-$6.09",""
7/10/25,"Nordstrom","Sale return","Tiffany Wendel","BP. Wide Leg Fleece Pants | Nordstrom","https://rstyle.me/+dJsaTq3GEVmH3L4gW6dLHQ","Open","-$6.09",""
7/10/25,"Nordstrom","Sale return","Tiffany Wendel","BP. Wide Leg Fleece Pants | Nordstrom","https://rstyle.me/+dJsaTq3GEVmH3L4gW6dLHQ","Open","-$6.23",""
7/10/25,"Nordstrom","Sale return","Tiffany Wendel","BP. Wide Leg Fleece Pants | Nordstrom","https://rstyle.me/+dJsaTq3GEVmH3L4gW6dLHQ","Open","-$3.08",""
7/10/25,"Nordstrom","Sale commission","Tiffany Wendel","BP. Wide Leg Fleece Pants | Nordstrom","https://rstyle.me/+dJsaTq3GEVmH3L4gW6dLHQ","Open","$3.08",""
7/10/25,"Nordstrom","Sale commission","Tiffany Wendel","BP. Wide Leg Fleece Pants | Nordstrom","https://rstyle.me/+dJsaTq3GEVmH3L4gW6dLHQ","Open","$6.23",""
7/10/25,"Nordstrom","Sale commission","Tiffany Wendel","BP. Wide Leg Fleece Pants | Nordstrom","https://rstyle.me/+dJsaTq3GEVmH3L4gW6dLHQ","Open","$6.09",""
7/10/25,"Nordstrom","Sale commission","Tiffany Wendel","BP. Wide Leg Fleece Pants | Nordstrom","https://rstyle.me/+dJsaTq3GEVmH3L4gW6dLHQ","Open","$6.09",""
7/10/25,"Nordstrom","Sale commission","Tiffany Wendel","BP. Wide Leg Fleece Pants | Nordstrom","https://rstyle.me/+dJsaTq3GEVmH3L4gW6dLHQ","Open","$6.23",""
7/10/25,"Nordstrom","Sale return","Tiffany Wendel","AllSaints Orten Suede Bomber Jacket | Nordstrom","https://rstyle.me/+lR5sXKowejAAQZ6ql7b9BQ","Open","-$2.10",""
7/10/25,"Nordstrom","Sale return","Tiffany Wendel","AllSaints Orten Suede Bomber Jacket | Nordstrom","https://rstyle.me/+lR5sXKowejAAQZ6ql7b9BQ","Open","-$6.30",""
7/10/25,"Nordstrom","Sale commission","Tiffany Wendel","AllSaints Orten Suede Bomber Jacket | Nordstrom","https://rstyle.me/+lR5sXKowejAAQZ6ql7b9BQ","Open","$6.30",""
7/10/25,"Nordstrom","Sale commission","Tiffany Wendel","AllSaints Orten Suede Bomber Jacket | Nordstrom","https://rstyle.me/+lR5sXKowejAAQZ6ql7b9BQ","Open","$2.10",""
7/10/25,"Nordstrom","Sale return","Tiffany Wendel","Natori Revelation Wireless Contour Bra | Nordstrom","https://rstyle.me/+pw8bLYnlD3VCA5nrHufKPA","Open","-$2.17",""
7/10/25,"Nordstrom","Sale return","Tiffany Wendel","Natori Revelation Wireless Contour Bra | Nordstrom","https://rstyle.me/+pw8bLYnlD3VCA5nrHufKPA","Open","-$3.29",""
7/10/25,"Nordstrom","Sale return","Tiffany Wendel","Natori Revelation Wireless Contour Bra | Nordstrom","https://rstyle.me/+pw8bLYnlD3VCA5nrHufKPA","Open","-$2.03",""
7/10/25,"Nordstrom","Sale return","Tiffany Wendel","Natori Revelation Wireless Contour Bra | Nordstrom","https://rstyle.me/+pw8bLYnlD3VCA5nrHufKPA","Open","-$6.93",""
7/10/25,"Nordstrom","Sale return","Tiffany Wendel","Natori Revelation Wireless Contour Bra | Nordstrom","https://rstyle.me/+pw8bLYnlD3VCA5nrHufKPA","Open","-$6.93",""
7/10/25,"Nordstrom","Sale return","Tiffany Wendel","Natori Revelation Wireless Contour Bra | Nordstrom","https://rstyle.me/+pw8bLYnlD3VCA5nrHufKPA","Open","-$2.03",""
7/10/25,"Nordstrom","Sale return","Tiffany Wendel","Natori Revelation Wireless Contour Bra | Nordstrom","https://rstyle.me/+pw8bLYnlD3VCA5nrHufKPA","Open","-$4.48",""
7/10/25,"Nordstrom","Sale return","Tiffany Wendel","Natori Revelation Wireless Contour Bra | Nordstrom","https://rstyle.me/+pw8bLYnlD3VCA5nrHufKPA","Open","-$1.68",""
7/10/25,"Nordstrom","Sale return","Tiffany Wendel","Natori Revelation Wireless Contour Bra | Nordstrom","https://rstyle.me/+pw8bLYnlD3VCA5nrHufKPA","Open","-$10.36",""
7/10/25,"Nordstrom","Sale return","Tiffany Wendel","Natori Revelation Wireless Contour Bra | Nordstrom","https://rstyle.me/+pw8bLYnlD3VCA5nrHufKPA","Open","-$1.75",""
7/10/25,"Nordstrom","Sale return","Tiffany Wendel","Natori Revelation Wireless Contour Bra | Nordstrom","https://rstyle.me/+pw8bLYnlD3VCA5nrHufKPA","Open","-$1.68",""
7/10/25,"Nordstrom","Sale return","Tiffany Wendel","Natori Revelation Wireless Contour Bra | Nordstrom","https://rstyle.me/+pw8bLYnlD3VCA5nrHufKPA","Open","-$1.68",""
7/10/25,"Nordstrom","Sale return","Tiffany Wendel","Natori Revelation Wireless Contour Bra | Nordstrom","https://rstyle.me/+pw8bLYnlD3VCA5nrHufKPA","Open","-$1.68",""
7/10/25,"Nordstrom","Sale return","Tiffany Wendel","Natori Revelation Wireless Contour Bra | Nordstrom","https://rstyle.me/+pw8bLYnlD3VCA5nrHufKPA","Open","-$6.86",""
7/10/25,"Nordstrom","Sale return","Tiffany Wendel","Natori Revelation Wireless Contour Bra | Nordstrom","https://rstyle.me/+pw8bLYnlD3VCA5nrHufKPA","Open","-$4.76",""
7/10/25,"Nordstrom","Sale return","Tiffany Wendel","Natori Revelation Wireless Contour Bra | Nordstrom","https://rstyle.me/+pw8bLYnlD3VCA5nrHufKPA","Open","-$2.03",""
7/10/25,"Nordstrom","Sale return","Tiffany Wendel","Natori Revelation Wireless Contour Bra | Nordstrom","https://rstyle.me/+pw8bLYnlD3VCA5nrHufKPA","Open","-$2.24",""
7/10/25,"Nordstrom","Sale return","Tiffany Wendel","Natori Revelation Wireless Contour Bra | Nordstrom","https://rstyle.me/+pw8bLYnlD3VCA5nrHufKPA","Open","-$6.23",""
7/10/25,"Nordstrom","Sale return","Tiffany Wendel","Natori Revelation Wireless Contour Bra | Nordstrom","https://rstyle.me/+pw8bLYnlD3VCA5nrHufKPA","Open","-$6.93",""
7/10/25,"Nordstrom","Sale commission","Tiffany Wendel","Natori Revelation Wireless Contour Bra | Nordstrom","https://rstyle.me/+pw8bLYnlD3VCA5nrHufKPA","Open","$1.68",""
7/10/25,"Nordstrom","Sale commission","Tiffany Wendel","Natori Revelation Wireless Contour Bra | Nordstrom","https://rstyle.me/+pw8bLYnlD3VCA5nrHufKPA","Open","$10.36",""
7/10/25,"Nordstrom","Sale commission","Tiffany Wendel","Natori Revelation Wireless Contour Bra | Nordstrom","https://rstyle.me/+pw8bLYnlD3VCA5nrHufKPA","Open","$6.93",""
7/10/25,"Nordstrom","Sale commission","Tiffany Wendel","Natori Revelation Wireless Contour Bra | Nordstrom","https://rstyle.me/+pw8bLYnlD3VCA5nrHufKPA","Open","$4.06",""
7/10/25,"Nordstrom","Sale commission","Tiffany Wendel","Natori Revelation Wireless Contour Bra | Nordstrom","https://rstyle.me/+pw8bLYnlD3VCA5nrHufKPA","Open","$3.99",""
7/10/25,"Nordstrom","Sale commission","Tiffany Wendel","Natori Revelation Wireless Contour Bra | Nordstrom","https://rstyle.me/+pw8bLYnlD3VCA5nrHufKPA","Open","$2.38",""
7/10/25,"Nordstrom","Sale commission","Tiffany Wendel","Natori Revelation Wireless Contour Bra | Nordstrom","https://rstyle.me/+pw8bLYnlD3VCA5nrHufKPA","Open","$6.23",""
7/10/25,"Nordstrom","Sale commission","Tiffany Wendel","Natori Revelation Wireless Contour Bra | Nordstrom","https://rstyle.me/+pw8bLYnlD3VCA5nrHufKPA","Open","$3.99",""
7/10/25,"Nordstrom","Sale commission","Tiffany Wendel","Natori Revelation Wireless Contour Bra | Nordstrom","https://rstyle.me/+pw8bLYnlD3VCA5nrHufKPA","Open","$1.68",""
7/10/25,"Nordstrom","Sale commission","Tiffany Wendel","Natori Revelation Wireless Contour Bra | Nordstrom","https://rstyle.me/+pw8bLYnlD3VCA5nrHufKPA","Open","$2.03",""
7/10/25,"Nordstrom","Sale commission","Tiffany Wendel","Natori Revelation Wireless Contour Bra | Nordstrom","https://rstyle.me/+pw8bLYnlD3VCA5nrHufKPA","Open","$6.65",""
7/10/25,"Nordstrom","Sale commission","Tiffany Wendel","Natori Revelation Wireless Contour Bra | Nordstrom","https://rstyle.me/+pw8bLYnlD3VCA5nrHufKPA","Open","$2.03",""
7/10/25,"Nordstrom","Sale commission","Tiffany Wendel","Natori Revelation Wireless Contour Bra | Nordstrom","https://rstyle.me/+pw8bLYnlD3VCA5nrHufKPA","Open","$1.96",""
7/10/25,"Nordstrom","Sale commission","Tiffany Wendel","Natori Revelation Wireless Contour Bra | Nordstrom","https://rstyle.me/+pw8bLYnlD3VCA5nrHufKPA","Open","$4.76",""
7/10/25,"Nordstrom","Sale commission","Tiffany Wendel","Natori Revelation Wireless Contour Bra | Nordstrom","https://rstyle.me/+pw8bLYnlD3VCA5nrHufKPA","Open","$2.03",""
7/10/25,"Nordstrom","Sale commission","Tiffany Wendel","Natori Revelation Wireless Contour Bra | Nordstrom","https://rstyle.me/+pw8bLYnlD3VCA5nrHufKPA","Open","$6.23",""
7/10/25,"Nordstrom","Sale commission","Tiffany Wendel","Natori Revelation Wireless Contour Bra | Nordstrom","https://rstyle.me/+pw8bLYnlD3VCA5nrHufKPA","Open","$4.48",""
7/10/25,"Nordstrom","Sale commission","Tiffany Wendel","Natori Revelation Wireless Contour Bra | Nordstrom","https://rstyle.me/+pw8bLYnlD3VCA5nrHufKPA","Open","$6.93",""
7/10/25,"Nordstrom","Sale commission","Tiffany Wendel","Natori Revelation Wireless Contour Bra | Nordstrom","https://rstyle.me/+pw8bLYnlD3VCA5nrHufKPA","Open","$1.68",""
7/10/25,"Nordstrom","Sale commission","Tiffany Wendel","Natori Revelation Wireless Contour Bra | Nordstrom","https://rstyle.me/+pw8bLYnlD3VCA5nrHufKPA","Open","$6.93",""
7/10/25,"Nordstrom","Sale commission","Tiffany Wendel","Natori Revelation Wireless Contour Bra | Nordstrom","https://rstyle.me/+pw8bLYnlD3VCA5nrHufKPA","Open","$2.17",""
7/10/25,"Nordstrom","Sale commission","Tiffany Wendel","Natori Revelation Wireless Contour Bra | Nordstrom","https://rstyle.me/+pw8bLYnlD3VCA5nrHufKPA","Open","$1.68",""
7/10/25,"Nordstrom","Sale commission","Tiffany Wendel","Natori Revelation Wireless Contour Bra | Nordstrom","https://rstyle.me/+pw8bLYnlD3VCA5nrHufKPA","Open","$2.17",""
7/10/25,"Nordstrom","Sale commission","Tiffany Wendel","Natori Revelation Wireless Contour Bra | Nordstrom","https://rstyle.me/+pw8bLYnlD3VCA5nrHufKPA","Open","$1.75",""
7/10/25,"Nordstrom","Sale commission","Tiffany Wendel","Natori Revelation Wireless Contour Bra | Nordstrom","https://rstyle.me/+pw8bLYnlD3VCA5nrHufKPA","Open","$2.24",""
7/10/25,"Nordstrom","Sale commission","Tiffany Wendel","Natori Revelation Wireless Contour Bra | Nordstrom","https://rstyle.me/+pw8bLYnlD3VCA5nrHufKPA","Open","$6.86",""
7/10/25,"Nordstrom","Sale return","Tiffany Wendel","Mansur Gavriel Glove Flat (Women) | Nordstrom","https://rstyle.me/+T0g7FcwVVkVEtyXEPFdn-Q","Open","-$3.36",""
7/10/25,"Nordstrom","Sale return","Tiffany Wendel","Mansur Gavriel Glove Flat (Women) | Nordstrom","https://rstyle.me/+T0g7FcwVVkVEtyXEPFdn-Q","Open","-$13.23",""
7/10/25,"Nordstrom","Sale commission","Tiffany Wendel","Mansur Gavriel Glove Flat (Women) | Nordstrom","https://rstyle.me/+T0g7FcwVVkVEtyXEPFdn-Q","Open","$3.15",""
7/10/25,"Nordstrom","Sale commission","Tiffany Wendel","Mansur Gavriel Glove Flat (Women) | Nordstrom","https://rstyle.me/+T0g7FcwVVkVEtyXEPFdn-Q","Open","$13.23",""
7/10/25,"Nordstrom","Sale commission","Tiffany Wendel","Mansur Gavriel Glove Flat (Women) | Nordstrom","https://rstyle.me/+T0g7FcwVVkVEtyXEPFdn-Q","Open","$6.93",""
7/10/25,"Nordstrom","Sale commission","Tiffany Wendel","Mansur Gavriel Glove Flat (Women) | Nordstrom","https://rstyle.me/+T0g7FcwVVkVEtyXEPFdn-Q","Open","$3.36",""
7/10/25,"Nordstrom","Sale commission","Tiffany Wendel","Steve Madden Dorothea Bootie (Women) | Nordstrom","https://rstyle.me/+_vbasqIkG7RaCF3DCI-62Q","Open","$12.60",""
7/10/25,"Nordstrom","Sale commission","Tiffany Wendel","Steve Madden Dorothea Bootie (Women) | Nordstrom","https://rstyle.me/+_vbasqIkG7RaCF3DCI-62Q","Open","$9.10",""
7/10/25,"Nordstrom","Sale commission","Tiffany Wendel","Steve Madden Dorothea Bootie (Women) | Nordstrom","https://rstyle.me/+_vbasqIkG7RaCF3DCI-62Q","Open","$24.50",""
7/10/25,"Nordstrom","Sale commission","Tiffany Wendel","Theory Long Sleeve Pleated Shirtdress | Nordstrom","https://rstyle.me/+QBoBNzQ7O10_TK0LUXCsbQ","Open","$7.84",""
7/10/25,"Nordstrom","Sale commission","Tiffany Wendel","Theory Long Sleeve Pleated Shirtdress | Nordstrom","https://rstyle.me/+QBoBNzQ7O10_TK0LUXCsbQ","Open","$3.45",""
7/10/25,"Nordstrom","Sale commission","Tiffany Wendel","Zella Road Trip Crinkle Nylon Shorts | Nordstrom","https://rstyle.me/+cBMJ5q4d9oldW7aGXyo-Bw","Open","$2.59",""
7/10/25,"Nordstrom","Sale commission","Tiffany Wendel","Zella Road Trip Crinkle Nylon Shorts | Nordstrom","https://rstyle.me/+cBMJ5q4d9oldW7aGXyo-Bw","Open","$6.23",""
7/10/25,"Nordstrom","Sale return","Tiffany Wendel","MOTHER The Dodger Skimp High Waist Cuffed Hem Wide Leg Jeans | Nordstrom","https://rstyle.me/+G6U4jHjnNs0QoGnfhcpAMg","Open","-$5.25",""
7/10/25,"Nordstrom","Sale return","Tiffany Wendel","MOTHER The Dodger Skimp High Waist Cuffed Hem Wide Leg Jeans | Nordstrom","https://rstyle.me/+G6U4jHjnNs0QoGnfhcpAMg","Open","-$5.25",""
7/10/25,"Nordstrom","Sale return","Tiffany Wendel","MOTHER The Dodger Skimp High Waist Cuffed Hem Wide Leg Jeans | Nordstrom","https://rstyle.me/+G6U4jHjnNs0QoGnfhcpAMg","Open","-$24.15",""
7/10/25,"Nordstrom","Sale return","Tiffany Wendel","MOTHER The Dodger Skimp High Waist Cuffed Hem Wide Leg Jeans | Nordstrom","https://rstyle.me/+G6U4jHjnNs0QoGnfhcpAMg","Open","-$18.20",""
7/10/25,"Nordstrom","Sale return","Tiffany Wendel","MOTHER The Dodger Skimp High Waist Cuffed Hem Wide Leg Jeans | Nordstrom","https://rstyle.me/+G6U4jHjnNs0QoGnfhcpAMg","Open","-$10.85",""
7/10/25,"Nordstrom","Sale return","Tiffany Wendel","MOTHER The Dodger Skimp High Waist Cuffed Hem Wide Leg Jeans | Nordstrom","https://rstyle.me/+G6U4jHjnNs0QoGnfhcpAMg","Open","-$17.57",""
7/10/25,"Nordstrom","Sale return","Tiffany Wendel","MOTHER The Dodger Skimp High Waist Cuffed Hem Wide Leg Jeans | Nordstrom","https://rstyle.me/+G6U4jHjnNs0QoGnfhcpAMg","Open","-$16.66",""
7/10/25,"Nordstrom","Sale return","Tiffany Wendel","MOTHER The Dodger Skimp High Waist Cuffed Hem Wide Leg Jeans | Nordstrom","https://rstyle.me/+G6U4jHjnNs0QoGnfhcpAMg","Open","-$22.75",""
7/10/25,"Nordstrom","Sale return","Tiffany Wendel","MOTHER The Dodger Skimp High Waist Cuffed Hem Wide Leg Jeans | Nordstrom","https://rstyle.me/+G6U4jHjnNs0QoGnfhcpAMg","Open","-$21.00",""
7/10/25,"Nordstrom","Sale commission","Tiffany Wendel","MOTHER The Dodger Skimp High Waist Cuffed Hem Wide Leg Jeans | Nordstrom","https://rstyle.me/+G6U4jHjnNs0QoGnfhcpAMg","Open","$21.00",""
7/10/25,"Nordstrom","Sale commission","Tiffany Wendel","MOTHER The Dodger Skimp High Waist Cuffed Hem Wide Leg Jeans | Nordstrom","https://rstyle.me/+G6U4jHjnNs0QoGnfhcpAMg","Open","$24.15",""
7/10/25,"Nordstrom","Sale commission","Tiffany Wendel","MOTHER The Dodger Skimp High Waist Cuffed Hem Wide Leg Jeans | Nordstrom","https://rstyle.me/+G6U4jHjnNs0QoGnfhcpAMg","Open","$5.25",""
7/10/25,"Nordstrom","Sale commission","Tiffany Wendel","MOTHER The Dodger Skimp High Waist Cuffed Hem Wide Leg Jeans | Nordstrom","https://rstyle.me/+G6U4jHjnNs0QoGnfhcpAMg","Open","$5.25",""
7/10/25,"Nordstrom","Sale commission","Tiffany Wendel","MOTHER The Dodger Skimp High Waist Cuffed Hem Wide Leg Jeans | Nordstrom","https://rstyle.me/+G6U4jHjnNs0QoGnfhcpAMg","Open","$7.00",""
7/10/25,"Nordstrom","Sale commission","Tiffany Wendel","MOTHER The Dodger Skimp High Waist Cuffed Hem Wide Leg Jeans | Nordstrom","https://rstyle.me/+G6U4jHjnNs0QoGnfhcpAMg","Open","$20.58",""
7/10/25,"Nordstrom","Sale commission","Tiffany Wendel","MOTHER The Dodger Skimp High Waist Cuffed Hem Wide Leg Jeans | Nordstrom","https://rstyle.me/+G6U4jHjnNs0QoGnfhcpAMg","Open","$10.85",""
7/10/25,"Nordstrom","Sale commission","Tiffany Wendel","MOTHER The Dodger Skimp High Waist Cuffed Hem Wide Leg Jeans | Nordstrom","https://rstyle.me/+G6U4jHjnNs0QoGnfhcpAMg","Open","$19.60",""
7/10/25,"Nordstrom","Sale commission","Tiffany Wendel","MOTHER The Dodger Skimp High Waist Cuffed Hem Wide Leg Jeans | Nordstrom","https://rstyle.me/+G6U4jHjnNs0QoGnfhcpAMg","Open","$17.57",""
7/10/25,"Nordstrom","Sale commission","Tiffany Wendel","MOTHER The Dodger Skimp High Waist Cuffed Hem Wide Leg Jeans | Nordstrom","https://rstyle.me/+G6U4jHjnNs0QoGnfhcpAMg","Open","$4.55",""
7/10/25,"Nordstrom","Sale commission","Tiffany Wendel","MOTHER The Dodger Skimp High Waist Cuffed Hem Wide Leg Jeans | Nordstrom","https://rstyle.me/+G6U4jHjnNs0QoGnfhcpAMg","Open","$22.75",""
7/10/25,"Nordstrom","Sale commission","Tiffany Wendel","MOTHER The Dodger Skimp High Waist Cuffed Hem Wide Leg Jeans | Nordstrom","https://rstyle.me/+G6U4jHjnNs0QoGnfhcpAMg","Open","$16.66",""
7/10/25,"Nordstrom","Sale commission","Tiffany Wendel","MOTHER The Dodger Skimp High Waist Cuffed Hem Wide Leg Jeans | Nordstrom","https://rstyle.me/+G6U4jHjnNs0QoGnfhcpAMg","Open","$18.06",""
7/10/25,"Nordstrom","Sale commission","Tiffany Wendel","MOTHER The Dodger Skimp High Waist Cuffed Hem Wide Leg Jeans | Nordstrom","https://rstyle.me/+G6U4jHjnNs0QoGnfhcpAMg","Open","$18.20",""
7/10/25,"Nordstrom","Sale return","Tiffany Wendel","MOTHER The Dodger Skimp High Waist Cuffed Hem Wide Leg Jeans | Nordstrom","https://rstyle.me/+G6U4jHjnNs0QoGnfhcpAMg","Open","-$2.73",""
7/10/25,"Nordstrom","Sale return","Tiffany Wendel","MOTHER The Dodger Skimp High Waist Cuffed Hem Wide Leg Jeans | Nordstrom","https://rstyle.me/+G6U4jHjnNs0QoGnfhcpAMg","Open","-$8.33",""
7/10/25,"Nordstrom","Sale return","Tiffany Wendel","MOTHER The Dodger Skimp High Waist Cuffed Hem Wide Leg Jeans | Nordstrom","https://rstyle.me/+G6U4jHjnNs0QoGnfhcpAMg","Open","-$1.33",""
7/10/25,"Nordstrom","Sale return","Tiffany Wendel","MOTHER The Dodger Skimp High Waist Cuffed Hem Wide Leg Jeans | Nordstrom","https://rstyle.me/+G6U4jHjnNs0QoGnfhcpAMg","Open","-$0.98",""
7/10/25,"Nordstrom","Sale commission","Tiffany Wendel","MOTHER The Dodger Skimp High Waist Cuffed Hem Wide Leg Jeans | Nordstrom","https://rstyle.me/+G6U4jHjnNs0QoGnfhcpAMg","Open","$1.33",""
7/10/25,"Nordstrom","Sale commission","Tiffany Wendel","MOTHER The Dodger Skimp High Waist Cuffed Hem Wide Leg Jeans | Nordstrom","https://rstyle.me/+G6U4jHjnNs0QoGnfhcpAMg","Open","$3.57",""
7/10/25,"Nordstrom","Sale commission","Tiffany Wendel","MOTHER The Dodger Skimp High Waist Cuffed Hem Wide Leg Jeans | Nordstrom","https://rstyle.me/+G6U4jHjnNs0QoGnfhcpAMg","Open","$0.98",""
7/10/25,"Nordstrom","Sale commission","Tiffany Wendel","MOTHER The Dodger Skimp High Waist Cuffed Hem Wide Leg Jeans | Nordstrom","https://rstyle.me/+G6U4jHjnNs0QoGnfhcpAMg","Open","$2.73",""
7/10/25,"Nordstrom","Sale commission","Tiffany Wendel","MOTHER The Dodger Skimp High Waist Cuffed Hem Wide Leg Jeans | Nordstrom","https://rstyle.me/+G6U4jHjnNs0QoGnfhcpAMg","Open","$8.33",""
7/10/25,"Nordstrom","Sale commission","Tiffany Wendel","BP. Wide Leg Fleece Pants | Nordstrom","https://rstyle.me/+dJsaTq3GEVmH3L4gW6dLHQ","Open","$3.22",""
7/10/25,"Nordstrom","Sale commission","Tiffany Wendel","BP. Wide Leg Fleece Pants | Nordstrom","https://rstyle.me/+dJsaTq3GEVmH3L4gW6dLHQ","Open","$1.54",""
7/10/25,"Nordstrom","Sale commission","Tiffany Wendel","BP. Wide Leg Fleece Pants | Nordstrom","https://rstyle.me/+dJsaTq3GEVmH3L4gW6dLHQ","Open","$2.24",""
7/10/25,"Nordstrom","Sale commission","Tiffany Wendel","BP. Wide Leg Fleece Pants | Nordstrom","https://rstyle.me/+dJsaTq3GEVmH3L4gW6dLHQ","Open","$4.90",""
7/10/25,"Nordstrom","Sale commission","Tiffany Wendel","BP. Wide Leg Fleece Pants | Nordstrom","https://rstyle.me/+dJsaTq3GEVmH3L4gW6dLHQ","Open","$17.35",""
7/10/25,"Nordstrom","Sale commission","Tiffany Wendel","BP. Wide Leg Fleece Pants | Nordstrom","https://rstyle.me/+dJsaTq3GEVmH3L4gW6dLHQ","Open","$1.96",""
7/10/25,"Nordstrom","Sale commission","Tiffany Wendel","BP. Wide Leg Fleece Pants | Nordstrom","https://rstyle.me/+dJsaTq3GEVmH3L4gW6dLHQ","Open","$1.83",""
7/10/25,"Nordstrom","Sale commission","Tiffany Wendel","BP. Wide Leg Fleece Pants | Nordstrom","https://rstyle.me/+dJsaTq3GEVmH3L4gW6dLHQ","Open","$1.54",""
7/10/25,"Nordstrom","Sale commission","Tiffany Wendel","BP. Wide Leg Fleece Pants | Nordstrom","https://rstyle.me/+dJsaTq3GEVmH3L4gW6dLHQ","Open","$4.20",""
7/10/25,"Nordstrom","Sale commission","Tiffany Wendel","MOTHER The Dodger Skimp High Waist Cuffed Hem Wide Leg Jeans | Nordstrom","https://rstyle.me/+G6U4jHjnNs0QoGnfhcpAMg","Open","$11.09",""
7/10/25,"Nordstrom","Sale commission","Tiffany Wendel","MOTHER The Dodger Skimp High Waist Cuffed Hem Wide Leg Jeans | Nordstrom","https://rstyle.me/+G6U4jHjnNs0QoGnfhcpAMg","Open","$6.61",""
7/10/25,"Nordstrom","Sale commission","Tiffany Wendel","MOTHER The Dodger Skimp High Waist Cuffed Hem Wide Leg Jeans | Nordstrom","https://rstyle.me/+G6U4jHjnNs0QoGnfhcpAMg","Open","$8.40",""
7/10/25,"Nordstrom","Sale commission","Tiffany Wendel","Bumble and bumble. Dryspun Texture Spray $52 Value | Nordstrom","https://rstyle.me/+xdUKl1ZZTUz_gKuV4i7Prw","Open","$7.00",""
7/10/25,"Nordstrom","Sale return","Tiffany Wendel","MOTHER The Dodger Skimp High Waist Cuffed Hem Wide Leg Jeans | Nordstrom","https://rstyle.me/+G6U4jHjnNs0QoGnfhcpAMg","Open","-$4.13",""
7/10/25,"Nordstrom","Sale commission","Tiffany Wendel","MOTHER The Dodger Skimp High Waist Cuffed Hem Wide Leg Jeans | Nordstrom","https://rstyle.me/+G6U4jHjnNs0QoGnfhcpAMg","Open","$4.13",""
7/10/25,"Nordstrom","Sale commission","Tiffany Wendel","MOTHER The Dodger Skimp High Waist Cuffed Hem Wide Leg Jeans | Nordstrom","https://rstyle.me/+G6U4jHjnNs0QoGnfhcpAMg","Open","$4.83",""
7/10/25,"Nordstrom","Sale return","Tiffany Wendel","Mansur Gavriel Glove Flat (Women) | Nordstrom","https://rstyle.me/+T0g7FcwVVkVEtyXEPFdn-Q","Open","-$7.28",""
7/10/25,"Nordstrom","Sale return","Tiffany Wendel","Mansur Gavriel Glove Flat (Women) | Nordstrom","https://rstyle.me/+T0g7FcwVVkVEtyXEPFdn-Q","Open","-$8.75",""
7/10/25,"Nordstrom","Sale return","Tiffany Wendel","Mansur Gavriel Glove Flat (Women) | Nordstrom","https://rstyle.me/+T0g7FcwVVkVEtyXEPFdn-Q","Open","-$5.04",""
7/10/25,"Nordstrom","Sale return","Tiffany Wendel","Mansur Gavriel Glove Flat (Women) | Nordstrom","https://rstyle.me/+T0g7FcwVVkVEtyXEPFdn-Q","Open","-$1.68",""
