Date,Brand,Type,Publisher,Product,Direct to retailer link,Status,Commission,Payment
6/22/25,"Nordstrom","Sale commission","Tiffany Wendel","Officine Générale","https://rstyle.me/+fqt3BNmlIvhwldnzZNtiIg","Open","$3.92",""
6/22/25,"Poshmark","Sale commission","Tiffany Wendel","Office of Angela Scott, Mr. Evans Wingtip WEU 39, US 8, Oxford Black and White","https://rstyle.me/+fsdiLJMbRVqokjENKsnM2Q","Open","$2.98",""
6/22/25,"Poshmark","Sale commission","Tiffany Wendel","Office of Angela Scott, Mr. Evans Wingtip WEU 39, US 8, Oxford Black and White","https://rstyle.me/+fsdiLJMbRVqokjENKsnM2Q","Open","$1.93",""
6/22/25,"Shopbop","Sale return","Tiffany Wendel","SPANX","","Open","-$10.84",""
6/22/25,"Shopbop","Sale return","Tiffany Wendel","SPANX","","Open","-$10.84",""
6/22/25,"Shopbop","Sale commission","Tiffany Wendel","SPANX","","Open","$10.84",""
6/22/25,"Shopbop","Sale commission","Tiffany Wendel","SPANX","","Open","$10.84",""
6/22/25,"Zara US","Sale return","Tiffany Wendel","LIMITED EDITION SLIM STRIPED SHIRT","https://rstyle.me/+UBDy_aflSG1ALWDJFcxsTA","Open","-$5.34",""
6/22/25,"Zara US","Sale commission","Tiffany Wendel","LIMITED EDITION SLIM STRIPED SHIRT","https://rstyle.me/+UBDy_aflSG1ALWDJFcxsTA","Open","$5.34",""
6/22/25,"Etsy (US)","Sale commission","Tiffany Wendel","Large Hole Czech Glass Euro Beads, Rainbow Beads, 14x7mm, Beaded Jewelry Making, DIY Crafts, Foca...","https://rstyle.me/+Bk-ZlmcCmqFp3Y5lbfZZdA","Open","$3.75",""
6/22/25,"Nordstrom","Sale commission","Tiffany Wendel","adidas Gender Inclusive Handball Top Sneaker | Nordstrom","https://rstyle.me/+Rco4WM0WTvpxkGOk6Q6X_Q","Open","$8.40",""
6/22/25,"Amazon (US)","Sale commission","Tiffany Wendel","","","Open","$7.77",""
6/22/25,"Amazon (US)","Sale commission","Tiffany Wendel","","","Open","$6.53",""
6/22/25,"Amazon (US)","Sale commission","Tiffany Wendel","","","Open","$8.34",""
6/21/25,"Nordstrom","Sale commission","Tiffany Wendel","adidas Gender Inclusive Handball Top Sneaker | Nordstrom","https://rstyle.me/+Rco4WM0WTvpxkGOk6Q6X_Q","Open","$8.40",""
6/21/25,"Nordstrom","Sale commission","Tiffany Wendel","adidas Gender Inclusive Handball Top Sneaker | Nordstrom","https://rstyle.me/+Rco4WM0WTvpxkGOk6Q6X_Q","Open","$8.40",""
6/21/25,"Poshmark","Sale commission","Tiffany Wendel","Office of Angela Scott, Mr. Evans Wingtip WEU 39, US 8, Oxford Black and White","https://rstyle.me/+fsdiLJMbRVqokjENKsnM2Q","Open","$3.47",""
6/21/25,"Poshmark","Sale commission","Tiffany Wendel","Office of Angela Scott, Mr. Evans Wingtip WEU 39, US 8, Oxford Black and White","https://rstyle.me/+fsdiLJMbRVqokjENKsnM2Q","Open","$5.25",""
6/21/25,"DHGate","Sale commission","Tiffany Wendel","DHgate > Bags, Luggage & Accessories > Shopping Bags > In INS Blogger s creative grocery pl...","https://rstyle.me/+1SiP2pg6MmmBosI3pOU4hQ","Open","$1.23",""
6/21/25,"DHGate","Sale commission","Tiffany Wendel","DHgate > Bags, Luggage & Accessories > Shopping Bags > In INS Blogger s creative grocery pl...","https://rstyle.me/+1SiP2pg6MmmBosI3pOU4hQ","Open","$0.30",""
6/21/25,"SSENSE","Sale return","Tiffany Wendel","Aeyde - Purple Abby Leather Mules","https://rstyle.me/+b5NcbTR4-vV-aQeQqO_6pQ","Open","-$14.07",""
6/21/25,"SSENSE","Sale commission","Tiffany Wendel","Aeyde - Purple Abby Leather Mules","https://rstyle.me/+b5NcbTR4-vV-aQeQqO_6pQ","Open","$14.07",""
6/21/25,"adidas (US)","Sale commission","Tiffany Wendel","adidas Originals Jersey","https://rstyle.me/+X_75PWKs0RGUigbAYSSXgw","Open","$4.33",""
6/21/25,"adidas (US)","Sale commission","Tiffany Wendel","adidas Originals Jersey","https://rstyle.me/+X_75PWKs0RGUigbAYSSXgw","Open","$7.09",""
6/21/25,"Nordstrom","Sale commission","Tiffany Wendel","adidas Gender Inclusive Handball Top Sneaker | Nordstrom","https://rstyle.me/+Rco4WM0WTvpxkGOk6Q6X_Q","Open","$4.13",""
6/21/25,"Nordstrom","Sale commission","Tiffany Wendel","adidas Gender Inclusive Handball Top Sneaker | Nordstrom","https://rstyle.me/+Rco4WM0WTvpxkGOk6Q6X_Q","Open","$8.40",""
6/21/25,"Nordstrom","Sale commission","Tiffany Wendel","adidas Gender Inclusive Handball Top Sneaker | Nordstrom","https://rstyle.me/+Rco4WM0WTvpxkGOk6Q6X_Q","Open","$6.23",""
6/21/25,"Amazon (US)","Sale commission","Tiffany Wendel","","","Open","$0.63",""
6/21/25,"Amazon (US)","Sale return","Tiffany Wendel","","","Open","-$0.31",""
6/21/25,"Amazon (US)","Sale commission","Tiffany Wendel","","","Open","$3.38",""
6/20/25,"DHGate","Sale commission","Tiffany Wendel","DHgate > Bags, Luggage & Accessories > Shopping Bags > In INS Blogger s creative grocery pl...","https://rstyle.me/+_Hxlhg8Y8qjox4l9JpB3ug","Open","$2.41",""
6/20/25,"DHGate","Sale commission","Tiffany Wendel","DHgate > Bags, Luggage & Accessories > Shopping Bags > In INS Blogger s creative grocery pl...","https://rstyle.me/+_Hxlhg8Y8qjox4l9JpB3ug","Open","$0.59",""
6/20/25,"DHGate","Sale commission","Tiffany Wendel","DHgate > Bags, Luggage & Accessories > Shopping Bags > In INS Blogger s creative grocery pl...","https://rstyle.me/+7RnArIrKV4kUFtLU-nKQBg","Open","$4.93",""
6/20/25,"DHGate","Sale commission","Tiffany Wendel","DHgate > Bags, Luggage & Accessories > Shopping Bags > In INS Blogger s creative grocery pl...","https://rstyle.me/+7RnArIrKV4kUFtLU-nKQBg","Open","$1.21",""
6/20/25,"Steve Madden (US)","Sale return","Tiffany Wendel","Berry Pink","https://rstyle.me/+ujoBcvseOR3FyQYCHH1OpA","Open","-$11.19",""
6/20/25,"Steve Madden (US)","Sale commission","Tiffany Wendel","Berry Pink","https://rstyle.me/+ujoBcvseOR3FyQYCHH1OpA","Open","$11.19",""
6/20/25,"Steve Madden (US)","Sale commission","Tiffany Wendel","Berry Pink","https://rstyle.me/+ujoBcvseOR3FyQYCHH1OpA","Open","$10.19",""
6/20/25,"Nordstrom","Sale commission","Tiffany Wendel","The Office of Angela Scott Mr. Smith Stripe Oxford (Women) | Nordstrom","https://rstyle.me/+C3FtkWrMUrOCCwZR7_MpUA","Open","$3.81",""
6/20/25,"Free People (Global - UK&FR Excluded)","Sale return","Tiffany Wendel","Forever Young Bloomer Pants","https://rstyle.me/+OuS46O30-vKpXcNTSccmxw","Open","-$10.29",""
6/20/25,"Free People (Global - UK&FR Excluded)","Sale commission","Tiffany Wendel","Forever Young Bloomer Pants","https://rstyle.me/+OuS46O30-vKpXcNTSccmxw","Open","$10.29",""
6/20/25,"Nordstrom","Sale return","Tiffany Wendel","Jimmy Choo Ayla Sandal (Women) | Nordstrom","https://rstyle.me/+71Wmg3w0MzvS7ES4F3opmw","Open","-$3.36",""
6/20/25,"Nordstrom","Sale return","Tiffany Wendel","Jimmy Choo Ayla Sandal (Women) | Nordstrom","https://rstyle.me/+71Wmg3w0MzvS7ES4F3opmw","Open","-$62.65",""
6/20/25,"Nordstrom","Sale return","Tiffany Wendel","Jimmy Choo Ayla Sandal (Women) | Nordstrom","https://rstyle.me/+71Wmg3w0MzvS7ES4F3opmw","Open","-$3.64",""
6/20/25,"Nordstrom","Sale return","Tiffany Wendel","Jimmy Choo Ayla Sandal (Women) | Nordstrom","https://rstyle.me/+71Wmg3w0MzvS7ES4F3opmw","Open","-$55.65",""
6/20/25,"Nordstrom","Sale return","Tiffany Wendel","Jimmy Choo Ayla Sandal (Women) | Nordstrom","https://rstyle.me/+71Wmg3w0MzvS7ES4F3opmw","Open","-$59.50",""
6/20/25,"Nordstrom","Sale commission","Tiffany Wendel","Jimmy Choo Ayla Sandal (Women) | Nordstrom","https://rstyle.me/+71Wmg3w0MzvS7ES4F3opmw","Open","$3.64",""
6/20/25,"Nordstrom","Sale commission","Tiffany Wendel","Jimmy Choo Ayla Sandal (Women) | Nordstrom","https://rstyle.me/+71Wmg3w0MzvS7ES4F3opmw","Open","$3.36",""
6/20/25,"Nordstrom","Sale commission","Tiffany Wendel","Jimmy Choo Ayla Sandal (Women) | Nordstrom","https://rstyle.me/+71Wmg3w0MzvS7ES4F3opmw","Open","$3.64",""
6/20/25,"Nordstrom","Sale commission","Tiffany Wendel","Jimmy Choo Ayla Sandal (Women) | Nordstrom","https://rstyle.me/+71Wmg3w0MzvS7ES4F3opmw","Open","$55.65",""
6/20/25,"Nordstrom","Sale commission","Tiffany Wendel","Jimmy Choo Ayla Sandal (Women) | Nordstrom","https://rstyle.me/+71Wmg3w0MzvS7ES4F3opmw","Open","$62.65",""
6/20/25,"Nordstrom","Sale commission","Tiffany Wendel","Jimmy Choo Ayla Sandal (Women) | Nordstrom","https://rstyle.me/+71Wmg3w0MzvS7ES4F3opmw","Open","$59.50",""
6/20/25,"Steve Madden (US)","Sale commission","Tiffany Wendel","Kendrix Pistachio","https://rstyle.me/+_dMEa9_Eco0paKNJK2CmfQ","Open","$12.31",""
6/20/25,"Steve Madden (US)","Sale commission","Tiffany Wendel","Kendrix Pistachio","https://rstyle.me/+_dMEa9_Eco0paKNJK2CmfQ","Open","$11.31",""
6/20/25,"Zara US","Sale commission","Tiffany Wendel","REGULAR FIT - ROUND NECK - STANDARD LENGTH - SHORT SLEEVET-shirt made in 100% cotton with a round...","https://rstyle.me/+2-CkaXY1AFHaWas-zoUBbw","Open","$17.11",""
6/20/25,"Zara US","Sale commission","Tiffany Wendel","Shorts made in a washed effect fabric. High-rise with elastic waistband adjustable with drawstrin...","https://rstyle.me/+nGhXGZ-pczjNkDVpxHVS4A","Open","$10.02",""
6/20/25,"Shopbop","Sale return","Tiffany Wendel","Maria La Rosa Shell Mini Game Clutch | Shopbop","","Open","-$39.90",""
6/20/25,"Shopbop","Sale commission","Tiffany Wendel","Maria La Rosa Shell Mini Game Clutch | Shopbop","","Open","$39.90",""
6/20/25,"Shopbop","Sale return","Tiffany Wendel","NN07 Ollie Workwear Jacket | Shopbop","","Open","-$31.92",""
6/20/25,"Shopbop","Sale commission","Tiffany Wendel","NN07 Ollie Workwear Jacket | Shopbop","","Open","$31.92",""
6/20/25,"Poshmark","Sale commission","Tiffany Wendel","Office of Angela Scott, Mr. Evans Wingtip WEU 39, US 8, Oxford Black and White","https://rstyle.me/+fsdiLJMbRVqokjENKsnM2Q","Open","$1.40",""
6/20/25,"Zara US","Sale commission","Tiffany Wendel","Knit jacket with round neck and short sleeves. Front button closure.","https://rstyle.me/+ky3-bI5ueWYP85MY9_KpSA","Open","$3.67",""
6/20/25,"Nordstrom","Sale commission","Tiffany Wendel","Anya Hindmarch I Am a Plastic Bag Wink In-Flight Tote | Nordstrom","https://rstyle.me/+wkwc8E02PQDXLHZJ4HcYlA","Open","$7.00",""
6/20/25,"","Payment transaction fee","","","","Closed","","$1.00"
6/20/25,"","Payment","","","","Closed","","$604.13"
6/20/25,"NET-A-PORTER (US)","Sale commission","Tiffany Wendel","CHLOÉ","https://rstyle.me/+mbf8WqEhY7ojHAqA-H5Akg","Open","$6.93",""
6/20/25,"NET-A-PORTER (US)","Sale commission","Tiffany Wendel","CHLOÉ","https://rstyle.me/+mbf8WqEhY7ojHAqA-H5Akg","Open","$6.93",""
6/20/25,"IL MAKIAGE","Sale commission","Tiffany Wendel","Magic Moisturizing Sun Foam - Face & Body","https://rstyle.me/+pfQ_joXuRwREM0UuuN8hHQ","Open","$4.13",""
6/20/25,"Shopbop","Sale commission","Tiffany Wendel","Significant Other","","Open","$6.72",""
6/20/25,"Shopbop","Sale commission","Tiffany Wendel","Significant Other","","Open","$5.04",""
6/20/25,"Zara US","Sale commission","Tiffany Wendel","OVERSIZED - ROUND NECK - REGULAR FIT - SHORT SLEEVET-shirt made of 100% cotton. Ribbed round neck...","https://rstyle.me/+pfzJd_3N5RsNJ5SjtsQCRA","Open","$6.86",""
6/20/25,"Zara US","Sale return","Tiffany Wendel","Sweatshirt with adjustable drawstring hood. Long sleeves with cuffs. Contrasting text detail on f...","https://rstyle.me/+te3j5vKNirpO00qjWat9uA","Open","-$14.50",""
6/20/25,"Zara US","Sale commission","Tiffany Wendel","Sweatshirt with adjustable drawstring hood. Long sleeves with cuffs. Contrasting text detail on f...","https://rstyle.me/+te3j5vKNirpO00qjWat9uA","Open","$25.68",""
6/20/25,"NEAT Method","Sale commission","Tiffany Wendel","Everyday Hangers","https://rstyle.me/+rAXzHkDiCEPB7u-Y_t6YzQ","Open","$3.99",""
6/20/25,"Zara US","Sale return","Tiffany Wendel","OVERSIZED - ROUND NECK - REGULAR FIT - SHORT SLEEVET-shirt made of 100% cotton. Ribbed round neck...","https://rstyle.me/+pfzJd_3N5RsNJ5SjtsQCRA","Open","-$4.78",""
6/20/25,"Zara US","Sale commission","Tiffany Wendel","OVERSIZED - ROUND NECK - REGULAR FIT - SHORT SLEEVET-shirt made of 100% cotton. Ribbed round neck...","https://rstyle.me/+pfzJd_3N5RsNJ5SjtsQCRA","Open","$9.57",""
6/20/25,"Zara US","Sale return","Tiffany Wendel","REGULAR FIT - ROUND NECK - STANDARD LENGTH - SHORT SLEEVET-shirt made with a cotton blend. Round ...","https://rstyle.me/+gxWKVQcHNkPmNcDyruuolA","Open","-$8.42",""
6/20/25,"Zara US","Sale commission","Tiffany Wendel","REGULAR FIT - ROUND NECK - STANDARD LENGTH - SHORT SLEEVET-shirt made with a cotton blend. Round ...","https://rstyle.me/+gxWKVQcHNkPmNcDyruuolA","Open","$17.04",""
6/20/25,"Zara US","Sale commission","Tiffany Wendel","REGULAR FIT - ROUND NECK - STANDARD LENGTH - SHORT SLEEVET-shirt made with a cotton blend. Round ...","https://rstyle.me/+gxWKVQcHNkPmNcDyruuolA","Open","$4.94",""
6/20/25,"Amazon (US)","Sale commission","Tiffany Wendel","","","Open","$15.74",""
6/20/25,"Amazon (US)","Sale commission","Tiffany Wendel","","","Open","$16.25",""
6/19/25,"Zara US","Sale commission","Tiffany Wendel","REGULAR FIT - ROUND NECK - STANDARD LENGTH - SHORT SLEEVET-shirt made in 100% cotton with a round...","https://rstyle.me/+2-CkaXY1AFHaWas-zoUBbw","Open","$2.48",""
6/19/25,"NET-A-PORTER (US)","Sale commission","Tiffany Wendel","CHLOÉ","https://rstyle.me/+ymQEPbQWrCuiby1YIrpYsQ","Open","$7.46",""
6/19/25,"NET-A-PORTER (US)","Sale commission","Tiffany Wendel","CHLOÉ","https://rstyle.me/+ymQEPbQWrCuiby1YIrpYsQ","Open","$7.53",""
6/19/25,"Poshmark","Sale commission","Tiffany Wendel","MIU MIU Blue Leather Shoulder Bag Double Zip Tote Vitello Shine Medium","https://rstyle.me/+qxD_drexfnekI977G2llYA","Open","$2.28",""
6/19/25,"Poshmark","Sale commission","Tiffany Wendel","MIU MIU Blue Leather Shoulder Bag Double Zip Tote Vitello Shine Medium","https://rstyle.me/+qxD_drexfnekI977G2llYA","Open","$0.98",""
6/19/25,"Zara US","Sale commission","Tiffany Wendel","Sweatshirt with adjustable drawstring hood. Long sleeves with cuffs. Contrasting text detail on f...","https://rstyle.me/+te3j5vKNirpO00qjWat9uA","Open","$28.15",""
6/19/25,"Zara US","Sale commission","Tiffany Wendel","REGULAR FIT - ROUND NECK - STANDARD LENGTH - SHORT SLEEVET-shirt made with a cotton blend. Round ...","https://rstyle.me/+gxWKVQcHNkPmNcDyruuolA","Open","$2.87",""
6/19/25,"Zara US","Sale commission","Tiffany Wendel","Sweatshirt with adjustable drawstring hood. Long sleeves with cuffs. Contrasting text detail on f...","https://rstyle.me/+te3j5vKNirpO00qjWat9uA","Open","$5.59",""
6/19/25,"adidas (US)","Sale commission","Tiffany Wendel","adidas Originals Jersey","https://rstyle.me/+X_75PWKs0RGUigbAYSSXgw","Open","$7.09",""
6/19/25,"adidas (US)","Sale commission","Tiffany Wendel","adidas Originals Jersey","https://rstyle.me/+X_75PWKs0RGUigbAYSSXgw","Open","$7.09",""
6/19/25,"Poshmark","Sale commission","Tiffany Wendel","MIU MIU Blue Leather Shoulder Bag Double Zip Tote Vitello Shine Medium","https://rstyle.me/+qxD_drexfnekI977G2llYA","Open","$12.25",""
6/19/25,"Zara US","Sale return","Tiffany Wendel","REGULAR FIT - ROUND NECK - STANDARD LENGTH - SHORT SLEEVET-shirt made with a cotton blend. Round ...","https://rstyle.me/+gxWKVQcHNkPmNcDyruuolA","Open","-$5.74",""
6/19/25,"Zara US","Sale commission","Tiffany Wendel","REGULAR FIT - ROUND NECK - STANDARD LENGTH - SHORT SLEEVET-shirt made with a cotton blend. Round ...","https://rstyle.me/+gxWKVQcHNkPmNcDyruuolA","Open","$5.74",""
6/19/25,"adidas (US)","Sale commission","Tiffany Wendel","adidas Originals Jersey","https://rstyle.me/+X_75PWKs0RGUigbAYSSXgw","Open","$7.09",""
6/19/25,"Free People (Global - UK&FR Excluded)","Sale return","Tiffany Wendel","Forever Young Bloomer Pants","https://rstyle.me/+OuS46O30-vKpXcNTSccmxw","Open","-$10.29",""
6/19/25,"Free People (Global - UK&FR Excluded)","Sale commission","Tiffany Wendel","Forever Young Bloomer Pants","https://rstyle.me/+OuS46O30-vKpXcNTSccmxw","Open","$15.54",""
6/19/25,"Free People (Global - UK&FR Excluded)","Sale commission","Tiffany Wendel","Forever Young Bloomer Pants","https://rstyle.me/+OuS46O30-vKpXcNTSccmxw","Open","$10.29",""
6/19/25,"Free People (Global - UK&FR Excluded)","Sale commission","Tiffany Wendel","Forever Young Bloomer Pants","https://rstyle.me/+OuS46O30-vKpXcNTSccmxw","Open","$13.44",""
6/19/25,"Free People (Global - UK&FR Excluded)","Sale commission","Tiffany Wendel","Forever Young Bloomer Pants","https://rstyle.me/+OuS46O30-vKpXcNTSccmxw","Open","$11.34",""
6/19/25,"Free People (Global - UK&FR Excluded)","Sale commission","Tiffany Wendel","Forever Young Bloomer Pants","https://rstyle.me/+OuS46O30-vKpXcNTSccmxw","Open","$13.44",""
6/19/25,"Poshmark","Sale commission","Tiffany Wendel","Office of Angela Scott, Mr. Evans Wingtip WEU 39, US 8, Oxford Black and White","https://rstyle.me/+fsdiLJMbRVqokjENKsnM2Q","Open","$1.68",""
6/19/25,"Free People (Global - UK&FR Excluded)","Sale commission","Tiffany Wendel","Forever Young Bloomer Pants","https://rstyle.me/+bfvwHe9ClPqOSPIsfO9Xtg","Open","$10.29",""
6/19/25,"Free People (Global - UK&FR Excluded)","Sale commission","Tiffany Wendel","Forever Young Bloomer Pants","https://rstyle.me/+bfvwHe9ClPqOSPIsfO9Xtg","Open","$8.19",""
6/19/25,"Zara US","Sale commission","Tiffany Wendel","ZW COLLECTION EMBROIDERED PLEATED DRESS","https://rstyle.me/+K8ykNMT63DJf8P39_B266Q","Open","$3.19",""
6/19/25,"Amazon (US)","Sale return","Tiffany Wendel","","","Open","-$1.11",""
6/19/25,"Amazon (US)","Sale commission","Tiffany Wendel","","","Open","$3.01",""
6/19/25,"Amazon (US)","Sale return","Tiffany Wendel","","","Open","-$5.60",""
6/18/25,"Aritzia","Sale commission","Tiffany Wendel","Cozy Sweatfleece Perfect Hoodie","https://rstyle.me/+UfQgqMC5_OymeqqeA21Ypg","Open","$10.29",""
6/18/25,"Aritzia","Sale commission","Tiffany Wendel","Cozy Sweatfleece Perfect Hoodie","https://rstyle.me/+UfQgqMC5_OymeqqeA21Ypg","Open","$7.14",""
6/18/25,"Aritzia","Sale commission","Tiffany Wendel","Cozy Sweatfleece Perfect Hoodie","https://rstyle.me/+UfQgqMC5_OymeqqeA21Ypg","Open","$20.79",""
6/18/25,"Bloomingdale's (US)","Sale commission","Tiffany Wendel","Women's Uleena Loafer Flats","https://rstyle.me/+dvQsFy5k1NYYPzhEAB8muA","Open","$4.90",""
6/18/25,"Free People (Global - UK&FR Excluded)","Sale return","Tiffany Wendel","Levi's Baggy Dad Jeans","https://rstyle.me/+L--fjJ9Jbv9opOVNt8_AzQ","Open","-$11.55",""
6/18/25,"Free People (Global - UK&FR Excluded)","Sale return","Tiffany Wendel","Levi's Baggy Dad Jeans","https://rstyle.me/+L--fjJ9Jbv9opOVNt8_AzQ","Open","-$13.65",""
6/18/25,"Free People (Global - UK&FR Excluded)","Sale return","Tiffany Wendel","Levi's Baggy Dad Jeans","https://rstyle.me/+L--fjJ9Jbv9opOVNt8_AzQ","Open","-$28.88",""
6/18/25,"Free People (Global - UK&FR Excluded)","Sale commission","Tiffany Wendel","Levi's Baggy Dad Jeans","https://rstyle.me/+L--fjJ9Jbv9opOVNt8_AzQ","Open","$11.55",""
6/18/25,"Free People (Global - UK&FR Excluded)","Sale commission","Tiffany Wendel","Levi's Baggy Dad Jeans","https://rstyle.me/+L--fjJ9Jbv9opOVNt8_AzQ","Open","$28.88",""
6/18/25,"Free People (Global - UK&FR Excluded)","Sale commission","Tiffany Wendel","Levi's Baggy Dad Jeans","https://rstyle.me/+L--fjJ9Jbv9opOVNt8_AzQ","Open","$13.65",""
6/18/25,"Zara US","Sale commission","Tiffany Wendel","ZW COLLECTION STRIPED CUFF PANTS","https://rstyle.me/+Yt54xvQmrXdqQz8wWLyuxA","Open","$4.79",""
6/18/25,"Nordstrom","Sale commission","Tiffany Wendel","Anya Hindmarch I Am a Plastic Bag Wink In-Flight Tote | Nordstrom","https://rstyle.me/+wkwc8E02PQDXLHZJ4HcYlA","Open","$4.93",""
6/18/25,"Nordstrom","Sale commission","Tiffany Wendel","Anya Hindmarch I Am a Plastic Bag Wink In-Flight Tote | Nordstrom","https://rstyle.me/+wkwc8E02PQDXLHZJ4HcYlA","Open","$7.62",""
6/18/25,"Nordstrom","Sale commission","Tiffany Wendel","Anya Hindmarch I Am a Plastic Bag Wink In-Flight Tote | Nordstrom","https://rstyle.me/+wkwc8E02PQDXLHZJ4HcYlA","Open","$2.69",""
6/18/25,"Zara US","Sale commission","Tiffany Wendel","ZW COLLECTION STRIPED CUFF PANTS","https://rstyle.me/+Yt54xvQmrXdqQz8wWLyuxA","Open","$15.18",""
6/18/25,"adidas (US)","Sale commission","Tiffany Wendel","adidas Originals Jersey","https://rstyle.me/+X_75PWKs0RGUigbAYSSXgw","Open","$9.45",""
6/18/25,"adidas (US)","Sale commission","Tiffany Wendel","adidas Originals Jersey","https://rstyle.me/+X_75PWKs0RGUigbAYSSXgw","Open","$9.45",""
6/18/25,"adidas (US)","Sale commission","Tiffany Wendel","adidas Originals Jersey","https://rstyle.me/+X_75PWKs0RGUigbAYSSXgw","Open","$7.09",""
6/18/25,"adidas (US)","Sale commission","Tiffany Wendel","adidas Originals Jersey","https://rstyle.me/+X_75PWKs0RGUigbAYSSXgw","Open","$4.20",""
6/18/25,"adidas (US)","Sale commission","Tiffany Wendel","adidas Originals Jersey","https://rstyle.me/+X_75PWKs0RGUigbAYSSXgw","Open","$4.20",""
6/18/25,"Shopbop","Sale return","Tiffany Wendel","Levi's Dad Jeans | Shopbop","","Open","-$19.99",""
6/18/25,"Shopbop","Sale return","Tiffany Wendel","Levi's Dad Jeans | Shopbop","","Open","-$8.23",""
6/18/25,"Shopbop","Sale commission","Tiffany Wendel","Levi's Dad Jeans | Shopbop","","Open","$19.99",""
6/18/25,"Shopbop","Sale commission","Tiffany Wendel","Levi's Dad Jeans | Shopbop","","Open","$19.99",""
6/18/25,"Shopbop","Sale commission","Tiffany Wendel","Levi's Dad Jeans | Shopbop","","Open","$8.23",""
6/18/25,"Walmart (US)","Sale commission","Tiffany Wendel","Black Large Retro Jelly Basket- Tote bag for Pool, Beach, Summer & More.","https://rstyle.me/+c2AfNNr3E0piYeKCI--s-A","Open","$0.98",""
6/18/25,"Poshmark","Sale commission","Tiffany Wendel","BALENCIAGA Iconic Bulldozer Nose Boots 
Distressed Leather 37 1/2 NeverWorn","https://rstyle.me/+IIJoQ-vsifZaeQs_sEZgLg","Open","$2.45",""
6/18/25,"adidas (US)","Sale commission","Tiffany Wendel","adidas Originals Jersey","https://rstyle.me/+X_75PWKs0RGUigbAYSSXgw","Open","$9.45",""
6/18/25,"Shopbop","Sale commission","Tiffany Wendel","Sea","","Open","$13.44",""
6/18/25,"Shopbop","Sale commission","Tiffany Wendel","Sea","","Open","$12.60",""
6/18/25,"adidas (US)","Sale commission","Tiffany Wendel","adidas Originals Jersey","https://rstyle.me/+X_75PWKs0RGUigbAYSSXgw","Open","$7.09",""
6/18/25,"adidas (US)","Sale commission","Tiffany Wendel","adidas Originals Jersey","https://rstyle.me/+X_75PWKs0RGUigbAYSSXgw","Open","$7.09",""
6/18/25,"adidas (US)","Sale commission","Tiffany Wendel","Adilette Slides","https://rstyle.me/+oyoc7iHa1axDLw2iSoPy3A","Open","$7.09",""
6/18/25,"adidas (US)","Sale commission","Tiffany Wendel","adidas Originals Jersey","https://rstyle.me/+X_75PWKs0RGUigbAYSSXgw","Open","$7.09",""
6/18/25,"Amazon (US)","Sale commission","Tiffany Wendel","","","Open","$10.77",""
6/18/25,"Amazon (US)","Sale return","Tiffany Wendel","","","Open","-$3.02",""
6/18/25,"Amazon (US)","Sale return","Tiffany Wendel","","","Open","-$3.50",""
6/18/25,"Amazon (US)","Sale commission","Tiffany Wendel","","","Open","$4.39",""
6/17/25,"Mango (US/MX/AU)","Sale commission","Tiffany Wendel","Bowling shirt with crochet structure - Men | MANGO USA","https://rstyle.me/+5vB-Ajl3t8oZVwBWA0Qg_A","Open","$5.25",""
6/17/25,"Mango (US/MX/AU)","Sale commission","Tiffany Wendel","Bowling shirt with crochet structure - Men | MANGO USA","https://rstyle.me/+5vB-Ajl3t8oZVwBWA0Qg_A","Open","$4.08",""
6/17/25,"Shopbop","Sale return","Tiffany Wendel","SPANX","","Open","-$33.18",""
6/17/25,"Shopbop","Sale commission","Tiffany Wendel","SPANX","","Open","$25.03",""
6/17/25,"Shopbop","Sale commission","Tiffany Wendel","SPANX","","Open","$7.56",""
6/17/25,"Shopbop","Sale commission","Tiffany Wendel","SPANX","","Open","$33.18",""
6/17/25,"Shopbop","Sale commission","Tiffany Wendel","SPANX","","Open","$11.59",""
6/17/25,"Shopbop","Sale commission","Tiffany Wendel","SPANX","","Open","$21.42",""
6/17/25,"adidas (US)","Sale commission","Tiffany Wendel","adidas Originals Jersey","https://rstyle.me/+X_75PWKs0RGUigbAYSSXgw","Open","$7.09",""
6/17/25,"Poshmark","Sale commission","Tiffany Wendel","Office of Angela Scott, Mr. Evans Wingtip WEU 39, US 8, Oxford Black and White","https://rstyle.me/+fsdiLJMbRVqokjENKsnM2Q","Open","$1.58",""
6/17/25,"adidas (US)","Sale commission","Tiffany Wendel","adidas Originals Jersey","https://rstyle.me/+X_75PWKs0RGUigbAYSSXgw","Open","$7.09",""
6/17/25,"adidas (US)","Sale commission","Tiffany Wendel","adidas Originals Jersey","https://rstyle.me/+X_75PWKs0RGUigbAYSSXgw","Open","$7.09",""
6/17/25,"adidas (US)","Sale commission","Tiffany Wendel","adidas Originals Jersey","https://rstyle.me/+X_75PWKs0RGUigbAYSSXgw","Open","$9.45",""
6/17/25,"Mango (US/MX/AU)","Sale commission","Tiffany Wendel","Cotton parka with gathered hem - Women | MANGO USA","https://rstyle.me/+Yk-uQAB9lU4mmTzWjT7HRw","Open","$12.83",""
6/17/25,"Mango (US/MX/AU)","Sale commission","Tiffany Wendel","Cotton parka with gathered hem - Women | MANGO USA","https://rstyle.me/+Yk-uQAB9lU4mmTzWjT7HRw","Open","$12.83",""
